@relation risco_credito

@attribute rangeIdade string
@attribute numeroDependentes numeric
@attribute estadoCivil string
@attribute escolaridade string
@attribute tempoEnderecoAnos numeric
@attribute nivelInadimplenciaEstado numeric
@attribute tipoContratoResidencia string
@attribute tipoEmprego string
@attribute tempoEmpregoAtual numeric
@attribute salarioLiquidoMensal numeric
@attribute montanteInvestimentos numeric
@attribute montanteBens numeric
@attribute saldo numeric
@attribute restanteMensal numeric
@attribute estaInadimplente {0,1}
@attribute valorParcelaAtiva numeric
@attribute mesesAtrasado numeric
@attribute valorCreditoRestanteTotal numeric
@attribute seraInadimplente {0,1}

@data
'acima de 60',0,'Solteiro','Sem Escolaridade',74,44,'Locatario','CLT',56,2112.00,0.00,65483.00,53885.00,0.00,1,2176.71,86,64443.41,1
'41 a 60',3,'Solteiro','Sem Escolaridade',38,44,'Locatario','CLT',21,2061.00,0.00,47813.00,36261.00,-54891.00,0,0.00,0,0.00,1
'26 a 40',0,'Solteiro','Ensino Médio Completo',5,42,'Locatario','PJ',20,2696.00,0.00,32193.00,17218.00,0.00,0,19163.02,0,918460.00,1
'41 a 60',4,'Solteiro','Sem Escolaridade',54,49,'Locatario','CLT',34,2096.00,0.00,36848.00,32031.00,0.00,0,0.00,0,0.00,1
'26 a 40',2,'Solteiro','Sem Escolaridade',23,43,'Locatario','CLT',20,1518.00,0.00,44929.00,26787.00,0.00,0,0.00,0,0.00,0
'acima de 60',0,'Solteiro','Sem Escolaridade',99,43,'Locatario','CLT',77,2434.00,0.00,31033.00,12263.00,1340.00,1,973.03,11,68620.59,1
'41 a 60',2,'Solteiro','Sem Escolaridade',54,56,'Locatario','CLT',41,2262.00,0.00,75835.00,29395.00,0.00,0,0.00,0,0.00,1
'41 a 60',3,'Solteiro','Sem Escolaridade',37,41,'Locatario','CLT',20,1668.00,0.00,106780.00,27910.00,0.00,0,0.00,0,0.00,0
'26 a 40',3,'Solteiro','Sem Escolaridade',27,41,'Locatario','CLT',9,1518.00,0.00,16963.00,15526.00,0.00,0,0.00,0,0.00,1
'até 25',0,'Solteiro','Sem Escolaridade',1,41,'Locatario','CLT',4,1585.00,0.00,14463.00,11948.00,3071.00,0,13.05,0,67.53,0
'26 a 40',4,'Solteiro','Sem Escolaridade',27,41,'Locatario','CLT',2,1574.00,0.00,16694.00,7275.00,0.00,0,0.00,0,0.00,1
'26 a 40',3,'Solteiro','Sem Escolaridade',40,42,'Locatario','CLT',22,4359.00,68648.00,106795.00,92213.00,0.00,0,0.00,0,0.00,0
'41 a 60',3,'Solteiro','Sem Escolaridade',45,44,'Locatario','CLT',21,1518.00,0.00,109098.00,19289.00,0.00,1,321.39,55,8839.69,1
'até 25',4,'Solteiro','Sem Escolaridade',17,36,'Locatario','CLT',1,9599.00,257214.00,497455.00,148946.00,0.00,1,19008.51,26,993417.14,1
'26 a 40',1,'Solteiro','Sem Escolaridade',32,43,'Locatario','CLT',14,2810.00,0.00,65015.00,7102.00,0.00,0,0.00,0,0.00,0
'acima de 60',3,'Casado','Superior Completo',54,54,'Proprietario','CLT',35,3129.00,0.00,125706.00,75331.00,3268.00,0,2936.87,0,133350.00,0
'até 25',2,'Casado','Ensino Fundamental Incompleto',23,48,'Proprietario','PJ',4,2318.00,0.00,80129.00,46068.00,10559.00,0,0.00,0,0.00,0
'41 a 60',4,'Solteiro','Doutorado',16,54,'Locatario','Autonomo',27,6176.00,53560.00,107560.00,39904.00,-280408.00,0,1794.00,0,76166.67,0
'acima de 60',3,'Solteiro','Ensino Médio Incompleto',96,56,'Proprietario','PJ',49,7044.00,158033.00,491603.00,201562.00,24575.00,0,0.00,0,0.00,0
'26 a 40',3,'Solteiro','Sem Escolaridade',38,44,'Locatario','CLT',4,2820.00,0.00,92862.00,58105.00,0.00,0,0.00,0,0.00,0
'acima de 60',1,'Solteiro','Sem Escolaridade',59,49,'Locatario','CLT',2,1518.00,0.00,70574.00,61930.00,31555.00,1,106449.72,22,1909790.19,1
'até 25',4,'Casado','Doutorado',17,49,'Locatario','CLT',3,2012.00,0.00,9599.00,5201.00,1807.00,1,11544.24,4,103240.06,1
'acima de 60',0,'Solteiro','Sem Escolaridade',63,54,'Locatario','CLT',22,2509.00,0.00,16455.00,1756.00,0.00,1,9583.89,14,270462.50,1
'acima de 60',0,'Solteiro','Sem Escolaridade',75,59,'Locatario','CLT',57,3000.00,0.00,35649.00,32379.00,-1704.00,0,0.00,0,0.00,1
'até 25',1,'Casado','Superior Completo',15,41,'Proprietario','PJ',1,2210.00,0.00,47996.00,11336.00,2230.00,0,745.36,0,53720.00,1
'acima de 60',2,'Solteiro','Sem Escolaridade',47,51,'Locatario','CLT',57,2505.00,0.00,39022.00,3787.00,1128.00,0,0.00,0,0.00,1
'acima de 60',2,'Solteiro','Sem Escolaridade',90,44,'Locatario','CLT',44,1813.00,0.00,53375.00,13138.00,-27841.00,0,396.99,0,23150.00,1
'26 a 40',0,'Viuvo','Sem Escolaridade',32,50,'Locatario','Autonomo',19,19240.00,556914.00,521249.00,200406.00,-30307.00,1,3820.29,89,314886.58,1
'41 a 60',0,'Solteiro','Sem Escolaridade',51,49,'Locatario','CLT',1,12467.00,29896.00,420220.00,293531.00,124585.00,0,0.00,0,0.00,0
'acima de 60',1,'Solteiro','Sem Escolaridade',51,62,'Locatario','CLT',22,10829.00,208890.00,691800.00,289675.00,-23386.00,1,1969.91,60,83600.00,1
'acima de 60',2,'Solteiro','Sem Escolaridade',66,44,'Locatario','CLT',49,2069.00,0.00,14374.00,13142.00,1911.00,0,0.00,0,0.00,0
'acima de 60',2,'Solteiro','Sem Escolaridade',54,59,'Locatario','CLT',39,2270.00,0.00,84238.00,67007.00,26243.00,0,0.00,0,0.00,0
'41 a 60',2,'Solteiro','Ensino Fundamental Incompleto',39,61,'Locatario','CLT',26,1983.00,0.00,67775.00,35314.00,3222.00,0,0.00,0,0.00,0
'41 a 60',1,'Solteiro','Sem Escolaridade',44,47,'Locatario','CLT',26,1992.00,0.00,95287.00,38347.00,13075.00,0,0.00,0,0.00,0
'até 25',0,'Solteiro','Sem Escolaridade',19,43,'Locatario','CLT',3,1518.00,0.00,49670.00,11621.00,5859.00,0,2.71,0,120.00,0
'41 a 60',3,'Solteiro','Sem Escolaridade',47,51,'Locatario','CLT',16,2504.00,0.00,98986.00,42929.00,0.00,0,0.00,0,0.00,1
'até 25',3,'Solteiro','Sem Escolaridade',21,41,'Locatario','CLT',3,1518.00,0.00,60355.00,25665.00,0.00,0,0.00,0,0.00,1
'26 a 40',2,'Casado','Técnico',1,54,'Proprietario','PJ',15,3296.00,628855.00,138927.00,17948.00,0.00,0,0.00,0,0.00,0
'acima de 60',0,'Casado','Superior Incompleto',79,54,'Proprietario','Autonomo',62,1744.00,0.00,58986.00,23293.00,5065.00,0,0.00,0,0.00,0
'acima de 60',1,'Casado','Pós-graduação',50,37,'Proprietario','CLT',43,1518.00,0.00,81010.00,14404.00,-2476.00,0,0.00,0,0.00,0
'acima de 60',1,'Solteiro','Sem Escolaridade',38,43,'Locatario','CLT',56,1801.00,0.00,51644.00,43325.00,-32304.00,0,233.75,0,11468.09,1
'41 a 60',4,'Solteiro','Ensino Médio Completo',27,54,'Locatario','PJ',33,1841.00,0.00,63015.00,41590.00,0.00,0,0.00,0,0.00,1
'acima de 60',2,'Viuvo','Pós-graduação',80,49,'Locatario','PJ',35,2054.00,0.00,38148.00,13869.00,0.00,1,2668.53,8,59953.97,1
'acima de 60',4,'Viuvo','Técnico',89,54,'Proprietario','Autonomo',66,2002.00,0.00,98646.00,59849.00,0.00,0,0.00,0,0.00,1
'41 a 60',2,'Solteiro','Sem Escolaridade',42,59,'Locatario','CLT',32,1518.00,0.00,71062.00,28868.00,0.00,1,1838.43,70,53158.89,1
'41 a 60',2,'Viuvo','Técnico',46,56,'Proprietario','CLT',26,2111.00,0.00,113895.00,55621.00,-69370.00,1,1010.25,33,51786.25,1
'41 a 60',0,'Solteiro','Sem Escolaridade',41,49,'Locatario','CLT',25,1921.00,0.00,42193.00,38704.00,0.00,0,0.00,0,0.00,0
'acima de 60',0,'Solteiro','Sem Escolaridade',62,41,'Locatario','CLT',2,1518.00,0.00,27690.00,23106.00,8568.00,0,0.00,0,0.00,0
'acima de 60',2,'Solteiro','Superior Incompleto',25,48,'Locatario','CLT',36,1518.00,0.00,66462.00,56511.00,-11299.00,1,460.96,65,23411.11,1
'41 a 60',4,'Viuvo','Superior Completo',44,36,'Locatario','CLT',19,6850.00,113431.00,692531.00,437820.00,0.00,0,0.00,0,0.00,0
'acima de 60',3,'Solteiro','Sem Escolaridade',86,56,'Locatario','CLT',68,1518.00,0.00,61122.00,44276.00,-48187.00,0,0.00,0,0.00,1
'acima de 60',2,'Viuvo','Ensino Médio Incompleto',10,54,'Locatario','Autonomo',75,2371.00,0.00,51451.00,24451.00,0.00,0,0.00,0,0.00,1
'acima de 60',0,'Solteiro','Sem Escolaridade',43,44,'Locatario','CLT',42,1518.00,0.00,53856.00,42978.00,5694.00,0,0.00,0,0.00,0
'acima de 60',2,'Solteiro','Ensino Médio Incompleto',30,43,'Locatario','PJ',31,3303.00,0.00,51081.00,32371.00,-58513.00,0,0.00,0,0.00,0
'acima de 60',1,'Viuvo','Ensino Médio Completo',52,41,'Locatario','Autonomo',62,1518.00,0.00,83715.00,34875.00,0.00,1,13218.15,14,134470.19,1
'acima de 60',1,'Solteiro','Sem Escolaridade',67,36,'Locatario','CLT',2,3194.00,0.00,88477.00,2908.00,0.00,0,0.00,0,0.00,0
'acima de 60',1,'Casado','Superior Completo',65,43,'Proprietario','CLT',1,1518.00,0.00,49171.00,6796.00,-68408.00,1,28.29,64,2500.00,1
'acima de 60',2,'Viuvo','Pós-graduação',34,59,'Proprietario','Autonomo',34,2208.00,0.00,45181.00,30980.00,10943.00,1,255.83,3,9425.61,1
'26 a 40',0,'Casado','Ensino Fundamental Incompleto',34,46,'Locatario','PJ',2,1527.00,0.00,73914.00,34937.00,0.00,0,0.00,0,0.00,0
'até 25',2,'Solteiro','Sem Escolaridade',15,43,'Locatario','PJ',3,2753.00,0.00,136471.00,91621.00,-17825.00,0,0.00,0,0.00,1
'41 a 60',0,'Solteiro','Sem Escolaridade',9,49,'Locatario','CLT',28,2914.00,0.00,35307.00,9003.00,1441.00,0,6850.00,0,57100.00,1
'acima de 60',4,'Casado','Ensino Médio Incompleto',45,49,'Locatario','PJ',0,2130.00,0.00,30592.00,12666.00,-52818.00,1,3191.69,45,67982.86,1
'acima de 60',4,'Solteiro','Sem Escolaridade',67,46,'Locatario','CLT',3,2102.00,116062.00,237546.00,37960.00,0.00,0,0.00,0,0.00,0
'41 a 60',1,'Viuvo','Mestrado',34,59,'Locatario','PJ',23,8559.00,310731.00,635410.00,501593.00,0.00,0,0.00,0,0.00,0
'26 a 40',1,'Solteiro','Sem Escolaridade',27,43,'Locatario','CLT',9,2387.00,0.00,118282.00,47163.00,-38470.00,0,0.00,0,0.00,0
'acima de 60',0,'Solteiro','Sem Escolaridade',35,44,'Locatario','CLT',51,2410.00,0.00,68319.00,29126.00,-16937.00,0,0.00,0,0.00,0
'acima de 60',3,'Viuvo','Superior Completo',93,36,'Proprietario','PJ',33,1576.00,156269.00,383663.00,69677.00,0.00,0,0.00,0,0.00,0
'acima de 60',0,'Viuvo','Superior Completo',33,47,'Locatario','CLT',32,1518.00,0.00,30272.00,29880.00,11789.00,1,1896.69,12,33553.11,1
'acima de 60',4,'Solteiro','Sem Escolaridade',64,36,'Locatario','CLT',27,2397.00,0.00,19295.00,15839.00,8509.00,1,4428.57,42,68272.73,1
'acima de 60',0,'Solteiro','Sem Escolaridade',63,37,'Locatario','CLT',33,2182.00,0.00,93346.00,55584.00,0.00,0,0.00,0,0.00,0
'acima de 60',4,'Casado','Ensino Fundamental Incompleto',81,49,'Proprietario','Autonomo',20,3061.00,0.00,61013.00,19571.00,3331.00,0,0.00,0,0.00,0
'acima de 60',4,'Casado','Ensino Fundamental Completo',31,49,'Proprietario','CLT',56,3047.00,0.00,51695.00,44427.00,-27724.00,1,619.63,31,14061.54,1
'acima de 60',0,'Casado','Técnico',31,43,'Locatario','Autonomo',8,11320.00,82505.00,374538.00,301857.00,48381.00,0,0.00,0,0.00,0
'26 a 40',4,'Solteiro','Sem Escolaridade',0,41,'Locatario','CLT',3,1607.00,0.00,18094.00,460.00,373.00,0,18276.56,0,172538.46,1
'41 a 60',1,'Solteiro','Doutorado',56,46,'Proprietario','CLT',12,2276.00,0.00,93721.00,10136.00,-28995.00,0,48963.57,0,886000.00,0
'acima de 60',2,'Solteiro','Técnico',97,61,'Proprietario','CLT',79,2654.00,114854.00,189801.00,140793.00,0.00,0,5964.32,0,83230.59,1
'acima de 60',1,'Solteiro','Sem Escolaridade',63,41,'Locatario','CLT',35,1518.00,0.00,112848.00,58270.00,0.00,0,0.00,0,0.00,0
'26 a 40',4,'Solteiro','Sem Escolaridade',17,36,'Locatario','CLT',15,2176.00,0.00,35543.00,417.00,0.00,0,0.00,0,0.00,1
'até 25',3,'Solteiro','Ensino Fundamental Completo',18,41,'Proprietario','Autonomo',1,1518.00,0.00,72575.00,29916.00,0.00,0,0.00,0,0.00,1
'acima de 60',0,'Viuvo','Sem Escolaridade',76,51,'Locatario','CLT',56,2408.00,0.00,14092.00,8277.00,1512.00,0,9069.10,0,65420.00,1
'até 25',1,'Solteiro','Sem Escolaridade',5,49,'Locatario','CLT',2,1518.00,0.00,80349.00,40063.00,-18363.00,0,0.00,0,0.00,0
'até 25',1,'Solteiro','Sem Escolaridade',11,44,'Locatario','CLT',0,1518.00,0.00,75925.00,20972.00,0.00,1,1314.13,47,30391.71,1
'41 a 60',4,'Solteiro','Sem Escolaridade',2,46,'Locatario','CLT',0,3129.00,154977.00,430402.00,385421.00,0.00,0,324.12,0,22034.88,1
'acima de 60',0,'Solteiro','Sem Escolaridade',65,61,'Locatario','CLT',48,3112.00,12928.00,531766.00,152184.00,39021.00,1,12578.08,8,514447.47,1
'acima de 60',4,'Casado','Ensino Fundamental Completo',96,54,'Locatario','PJ',41,1518.00,0.00,105074.00,83422.00,0.00,1,247.11,12,2679.06,1
'26 a 40',3,'Viuvo','Mestrado',7,50,'Proprietario','CLT',10,3398.00,0.00,83640.00,71812.00,-13263.00,0,672.37,0,63100.00,0
'acima de 60',0,'Solteiro','Sem Escolaridade',71,54,'Locatario','CLT',15,1518.00,0.00,22695.00,4104.00,-30758.00,1,2280.01,47,89142.86,1
'26 a 40',3,'Casado','Superior Completo',38,61,'Locatario','Autonomo',20,1518.00,0.00,83724.00,13395.00,1937.00,0,1335.05,0,42000.00,1
'acima de 60',0,'Solteiro','Sem Escolaridade',14,59,'Locatario','CLT',68,1643.00,0.00,50459.00,50156.00,0.00,0,0.00,0,0.00,1
'acima de 60',3,'Casado','Pós-graduação',63,43,'Proprietario','PJ',53,11843.00,60815.00,312532.00,183693.00,48941.00,0,0.00,0,0.00,0
'acima de 60',0,'Solteiro','Mestrado',29,49,'Locatario','CLT',50,2448.00,291359.00,700883.00,593858.00,0.00,0,0.00,0,0.00,0
'41 a 60',1,'Viuvo','Superior Incompleto',9,43,'Locatario','CLT',40,5787.00,207029.00,331952.00,125572.00,0.00,0,0.00,0,0.00,0
'até 25',2,'Solteiro','Ensino Fundamental Completo',15,43,'Proprietario','Autonomo',0,2158.00,57048.00,387707.00,11816.00,0.00,0,5263.96,0,85991.44,1
'acima de 60',1,'Solteiro','Mestrado',70,56,'Proprietario','Autonomo',47,1518.00,0.00,87617.00,29552.00,0.00,1,13883.21,73,102455.91,1
'acima de 60',3,'Solteiro','Ensino Médio Incompleto',61,41,'Proprietario','PJ',3,1518.00,0.00,32925.00,24064.00,0.00,0,26614.12,0,426814.22,1
'acima de 60',1,'Casado','Superior Completo',78,41,'Locatario','PJ',54,2851.00,0.00,123140.00,58404.00,42217.00,0,7167.77,0,288848.94,1
'26 a 40',2,'Viuvo','Sem Escolaridade',35,56,'Proprietario','PJ',17,1518.00,0.00,72019.00,45464.00,-22156.00,0,0.00,0,0.00,1
'acima de 60',3,'Solteiro','Sem Escolaridade',81,41,'Locatario','CLT',65,1518.00,0.00,63074.00,59712.00,-71003.00,0,0.00,0,0.00,1
'acima de 60',0,'Solteiro','Sem Escolaridade',74,49,'Proprietario','CLT',23,2347.00,566507.00,222426.00,139246.00,0.00,0,0.00,0,0.00,0
'acima de 60',1,'Solteiro','Sem Escolaridade',67,54,'Locatario','CLT',38,10901.00,85759.00,722678.00,355139.00,16360.00,1,815.37,13,21483.39,1
'26 a 40',1,'Solteiro','Sem Escolaridade',11,44,'Locatario','CLT',9,2353.00,509229.00,192904.00,173309.00,0.00,0,0.00,0,0.00,0
'41 a 60',2,'Viuvo','Ensino Fundamental Completo',41,37,'Proprietario','PJ',23,2186.00,0.00,109812.00,81080.00,6594.00,0,0.00,0,0.00,0
'acima de 60',1,'Solteiro','Sem Escolaridade',29,41,'Locatario','CLT',21,2082.00,0.00,59878.00,12972.00,552.00,0,0.00,0,0.00,0
'acima de 60',3,'Casado','Ensino Fundamental Completo',87,62,'Locatario','PJ',68,3002.00,0.00,131164.00,47347.00,0.00,1,1743.99,94,35253.38,1
'41 a 60',0,'Solteiro','Sem Escolaridade',38,59,'Locatario','CLT',27,8590.00,291166.00,568574.00,25850.00,1356.00,0,0.00,0,0.00,0
'acima de 60',1,'Viuvo','Técnico',66,46,'Locatario','Autonomo',10,1934.00,179045.00,443708.00,213034.00,-17964.00,0,447.23,0,6968.75,0
'até 25',4,'Solteiro','Sem Escolaridade',22,41,'Locatario','CLT',6,14075.00,101156.00,338436.00,185671.00,1671.00,0,0.00,0,0.00,0
'41 a 60',0,'Solteiro','Sem Escolaridade',25,49,'Locatario','CLT',35,2275.00,0.00,108078.00,44642.00,6591.00,0,0.00,0,0.00,0
'até 25',3,'Casado','Sem Escolaridade',13,44,'Proprietario','PJ',0,1518.00,0.00,94778.00,2077.00,349.00,0,0.00,0,0.00,1
'acima de 60',3,'Solteiro','Sem Escolaridade',94,49,'Locatario','CLT',63,1518.00,0.00,30574.00,27506.00,0.00,0,0.00,0,0.00,1
'acima de 60',0,'Solteiro','Sem Escolaridade',63,54,'Locatario','CLT',76,3261.00,0.00,123184.00,35539.00,-14465.00,0,0.00,0,0.00,0
'41 a 60',3,'Solteiro','Sem Escolaridade',6,43,'Locatario','CLT',22,1518.00,0.00,128860.00,63340.00,4063.00,0,0.00,0,0.00,0
'até 25',2,'Viuvo','Sem Escolaridade',3,41,'Proprietario','PJ',7,3144.00,0.00,59669.00,50520.00,18939.00,0,300.00,0,3900.00,0
'26 a 40',1,'Viuvo','Doutorado',33,41,'Locatario','Autonomo',14,1518.00,0.00,117264.00,71135.00,-14267.00,1,7281.06,0,123103.04,1
'acima de 60',2,'Solteiro','Sem Escolaridade',57,44,'Locatario','CLT',61,2352.00,0.00,112911.00,72744.00,0.00,0,233.01,0,14031.15,1
'acima de 60',2,'Solteiro','Sem Escolaridade',70,51,'Locatario','CLT',17,1518.00,0.00,45619.00,30522.00,0.00,1,201.89,2,401.89,1
'acima de 60',3,'Casado','Pós-graduação',10,46,'Proprietario','CLT',44,1809.00,0.00,56180.00,23139.00,0.00,0,0.00,0,0.00,0
'41 a 60',4,'Casado','Superior Completo',47,43,'Locatario','PJ',0,10908.00,33543.00,642872.00,277158.00,58628.00,0,1471.93,0,102838.89,0
'acima de 60',2,'Solteiro','Sem Escolaridade',24,36,'Locatario','CLT',35,2620.00,0.00,29290.00,21529.00,0.00,1,3529.72,83,109143.33,1
'26 a 40',0,'Viuvo','Ensino Médio Incompleto',32,51,'Locatario','Autonomo',14,2363.00,0.00,57201.00,51736.00,0.00,0,0.00,0,0.00,1
'41 a 60',0,'Solteiro','Sem Escolaridade',50,48,'Locatario','CLT',22,2328.00,0.00,58704.00,51709.00,0.00,0,10543.41,0,934060.00,1
'acima de 60',3,'Solteiro','Sem Escolaridade',94,48,'Locatario','CLT',57,2801.00,0.00,88084.00,30864.00,17640.00,1,627.67,10,9324.69,1
'até 25',0,'Viuvo','Pós-graduação',24,41,'Locatario','CLT',0,13793.00,39368.00,569378.00,473513.00,0.00,1,789.56,89,19740.23,1
'acima de 60',1,'Viuvo','Mestrado',56,59,'Locatario','Autonomo',73,2061.00,0.00,26699.00,7199.00,0.00,0,1731.95,0,117959.09,1
'41 a 60',3,'Casado','Sem Escolaridade',41,43,'Locatario','CLT',4,1518.00,0.00,18744.00,509.00,0.00,1,9347.21,5,235300.00,1
'acima de 60',1,'Viuvo','Superior Incompleto',87,47,'Locatario','Autonomo',39,1955.00,0.00,17814.00,15708.00,-12210.00,0,0.00,0,0.00,1
'acima de 60',1,'Solteiro','Sem Escolaridade',79,54,'Locatario','CLT',15,9927.00,629566.00,467950.00,208202.00,0.00,0,607.29,0,44100.00,1
'acima de 60',1,'Casado','Técnico',29,43,'Proprietario','Autonomo',43,2444.00,0.00,76878.00,35908.00,19592.00,0,0.00,0,0.00,0
'41 a 60',0,'Viuvo','Mestrado',1,41,'Locatario','CLT',9,8825.00,497013.00,180114.00,106742.00,65599.00,0,60.12,0,1390.00,0
'até 25',4,'Casado','Técnico',2,43,'Proprietario','PJ',5,10314.00,9437.00,506747.00,190617.00,0.00,0,0.00,0,0.00,0
'26 a 40',0,'Casado','Pós-graduação',36,37,'Locatario','Autonomo',20,2583.00,0.00,99967.00,81201.00,8511.00,0,0.00,0,0.00,0
'acima de 60',1,'Solteiro','Sem Escolaridade',78,56,'Locatario','CLT',60,1518.00,0.00,101945.00,41742.00,-59849.00,1,796.97,70,9166.67,1
'acima de 60',2,'Solteiro','Superior Incompleto',68,41,'Proprietario','PJ',21,2323.00,0.00,60991.00,10512.00,0.00,0,546.29,0,17808.71,0
'acima de 60',0,'Solteiro','Doutorado',94,46,'Locatario','Autonomo',71,2678.00,0.00,134275.00,43888.00,9195.00,1,144954.19,12,528126.98,1
'26 a 40',1,'Solteiro','Sem Escolaridade',12,37,'Locatario','CLT',11,3414.00,0.00,14959.00,5268.00,1771.00,0,5445.38,0,165602.41,0
'41 a 60',2,'Solteiro','Sem Escolaridade',54,61,'Locatario','CLT',35,1518.00,0.00,27484.00,12397.00,9220.00,0,0.00,0,0.00,0
'41 a 60',0,'Viuvo','Técnico',60,54,'Locatario','CLT',42,1949.00,0.00,63290.00,13387.00,0.00,0,0.00,0,0.00,0
'41 a 60',4,'Solteiro','Sem Escolaridade',27,43,'Locatario','CLT',26,1735.00,0.00,78752.00,28609.00,0.00,0,371.13,0,26277.83,1
'acima de 60',0,'Solteiro','Sem Escolaridade',43,49,'Locatario','CLT',57,3253.00,0.00,73794.00,62611.00,0.00,0,0.00,0,0.00,0
'26 a 40',4,'Solteiro','Sem Escolaridade',32,61,'Locatario','CLT',14,11217.00,65232.00,626644.00,124250.00,8327.00,0,0.00,0,0.00,0
'até 25',2,'Solteiro','Ensino Fundamental Completo',23,54,'Proprietario','Autonomo',2,4027.00,576726.00,482143.00,157513.00,51381.00,0,0.00,0,0.00,0
'41 a 60',3,'Casado','Doutorado',10,44,'Locatario','CLT',37,1736.00,0.00,68791.00,54534.00,-29201.00,0,0.00,0,0.00,0
'26 a 40',4,'Viuvo','Ensino Médio Completo',24,36,'Locatario','Autonomo',5,2680.00,0.00,141593.00,55328.00,0.00,0,0.00,0,0.00,0
'acima de 60',3,'Casado','Ensino Fundamental Completo',35,44,'Proprietario','CLT',49,2984.00,0.00,29393.00,27014.00,-22995.00,1,2158.27,25,73845.21,1
'acima de 60',1,'Solteiro','Sem Escolaridade',84,56,'Locatario','CLT',45,2494.00,0.00,40710.00,35654.00,-86196.00,0,0.00,0,0.00,1
'26 a 40',2,'Solteiro','Doutorado',32,42,'Locatario','CLT',15,11463.00,389524.00,500713.00,494371.00,190199.00,0,0.00,0,0.00,0
'26 a 40',3,'Solteiro','Ensino Fundamental Incompleto',4,50,'Locatario','PJ',5,8683.00,264724.00,802128.00,239689.00,-22016.00,0,0.00,0,0.00,0
'41 a 60',3,'Casado','Ensino Fundamental Incompleto',43,41,'Proprietario','PJ',27,1518.00,0.00,96880.00,46245.00,0.00,1,13243.70,43,60809.87,1
'acima de 60',3,'Solteiro','Sem Escolaridade',74,54,'Locatario','CLT',56,2570.00,0.00,37620.00,28689.00,0.00,0,0.00,0,0.00,1
'acima de 60',3,'Casado','Superior Completo',44,50,'Proprietario','Autonomo',37,2490.00,0.00,103154.00,65449.00,34247.00,1,3455.63,48,104293.33,1
'acima de 60',4,'Solteiro','Ensino Fundamental Incompleto',81,61,'Proprietario','Autonomo',68,8042.00,173627.00,484998.00,261309.00,0.00,1,10434.33,14,288479.77,1
'41 a 60',3,'Solteiro','Sem Escolaridade',13,36,'Locatario','CLT',6,1613.00,0.00,46138.00,6286.00,-44353.00,0,0.00,0,0.00,1
'acima de 60',4,'Viuvo','Técnico',64,37,'Proprietario','PJ',47,2571.00,0.00,78297.00,13617.00,5442.00,1,441.45,27,10378.76,1
'41 a 60',0,'Solteiro','Sem Escolaridade',55,59,'Locatario','CLT',6,1518.00,0.00,75518.00,14091.00,-12363.00,0,0.00,0,0.00,0
'41 a 60',4,'Solteiro','Sem Escolaridade',49,41,'Locatario','CLT',23,7767.00,325296.00,815692.00,557260.00,47987.00,0,1959.26,0,79736.26,0
'acima de 60',0,'Solteiro','Sem Escolaridade',58,49,'Locatario','CLT',31,11818.00,349631.00,173819.00,52992.00,-370450.00,0,0.00,0,0.00,0
'41 a 60',3,'Viuvo','Doutorado',14,41,'Locatario','Autonomo',12,2789.00,0.00,73869.00,24127.00,2640.00,0,0.00,0,0.00,0
'41 a 60',4,'Casado','Sem Escolaridade',39,42,'Proprietario','PJ',27,1723.00,374696.00,452940.00,69776.00,-600842.00,0,0.00,0,0.00,0
'acima de 60',3,'Casado','Ensino Fundamental Completo',86,36,'Proprietario','CLT',51,1518.00,0.00,49525.00,684.00,53.00,1,1300.27,82,90643.02,1
'acima de 60',2,'Viuvo','Mestrado',11,59,'Locatario','Autonomo',14,6579.00,94849.00,389434.00,263178.00,-71857.00,0,0.00,0,0.00,0
'acima de 60',4,'Solteiro','Sem Escolaridade',87,42,'Locatario','CLT',72,1993.00,0.00,84896.00,62449.00,-58899.00,0,0.00,0,0.00,1
'acima de 60',1,'Casado','Superior Completo',0,50,'Locatario','PJ',36,1853.00,0.00,25380.00,22476.00,0.00,0,29526.16,0,508155.56,1
'41 a 60',0,'Solteiro','Sem Escolaridade',56,41,'Locatario','CLT',35,1656.00,0.00,52693.00,41853.00,-13432.00,0,0.00,0,0.00,0
'acima de 60',0,'Solteiro','Sem Escolaridade',78,41,'Locatario','CLT',25,1871.00,0.00,109150.00,42162.00,0.00,1,993.93,30,80308.04,1
'acima de 60',3,'Solteiro','Doutorado',25,62,'Locatario','Autonomo',75,1518.00,0.00,53530.00,2358.00,0.00,0,0.00,0,0.00,1
'acima de 60',2,'Solteiro','Sem Escolaridade',98,42,'Locatario','CLT',34,9673.00,238364.00,712025.00,239617.00,4560.00,0,0.00,0,0.00,0
'acima de 60',0,'Solteiro','Sem Escolaridade',27,49,'Locatario','CLT',49,1518.00,0.00,97502.00,63982.00,0.00,0,0.00,0,0.00,0
'acima de 60',4,'Solteiro','Sem Escolaridade',39,37,'Locatario','CLT',27,8609.00,38858.00,674112.00,120738.00,-289367.00,1,1608.84,30,11113.21,1
'acima de 60',4,'Solteiro','Sem Escolaridade',80,56,'Locatario','CLT',46,1518.00,0.00,87179.00,18454.00,0.00,0,0.00,0,0.00,1
'até 25',0,'Solteiro','Sem Escolaridade',22,41,'Locatario','CLT',4,2638.00,0.00,47728.00,18651.00,-47812.00,0,0.00,0,0.00,1
