@relation risco_credito

@attribute rangeIdade {'até 25', '26 a 40', '41 a 60', 'acima de 60'}
@attribute numeroDependentes numeric
 @attribute estadoCivil {'Solteiro', 'Casado', 'Viuvo', 'Divorciado'}
@attribute escolaridade {'Ensino Médio Incompleto', 'Sem Escolaridade', 'Ensino Fundamental Completo', 'Ensino Fundamental Incompleto', 'Ensino Médio Completo', 'Superior Completo', 'Técnico', 'Superior Incompleto', 'Pós-graduação', 'Mestrado', 'Doutorado', 'Pós-doutorado'}
@attribute tempoEnderecoAnos numeric
@attribute nivelInadimplenciaEstado numeric
@attribute tipoContratoResidencia {'Locatario', 'Proprietario', 'Ocupante sem custo'}
@attribute tipoEmprego {'Estagio', 'CLT', 'Autonomo', 'PJ'}
@attribute tempoEmpregoAtual numeric
@attribute salarioLiquidoMensal numeric
@attribute montanteInvestimentos numeric
@attribute montanteBens numeric
@attribute saldo numeric
@attribute restanteMensal numeric
@attribute estaInadimplente {0,1}
@attribute valorParcelaAtiva numeric
@attribute mesesAtrasado numeric
@attribute valorCreditoRestanteTotal numeric
@attribute score numeric

@data'acima de 60',1,'Solteiro','Sem Escolaridade',59,43,'Locatario','CLT',0,1518.00,0.00,49610.00,20424.00,0.00,0,0.00,0,0.00,601
'41 a 60',4,'Solteiro','Sem Escolaridade',41,49,'Locatario','CLT',8,2214.00,36052.00,738041.00,436411.00,-123659.00,0,0.00,0,0.00,630
'26 a 40',3,'Solteiro','Sem Escolaridade',0,44,'Locatario','CLT',10,2809.00,0.00,79356.00,21409.00,11667.00,0,0.00,0,0.00,663
'41 a 60',0,'Solteiro','Sem Escolaridade',40,44,'Locatario','CLT',10,12761.00,104004.00,421694.00,296062.00,-159887.00,0,0.00,0,0.00,750
'acima de 60',1,'Solteiro','Sem Escolaridade',36,43,'Locatario','CLT',13,1518.00,0.00,49221.00,15053.00,0.00,0,0.00,0,0.00,574
'41 a 60',3,'Solteiro','Ensino Fundamental Incompleto',41,50,'Proprietario','Autonomo',20,1834.00,0.00,19283.00,11801.00,0.00,0,0.00,0,0.00,473
'acima de 60',3,'Casado','Ensino Médio Completo',42,41,'Proprietario','PJ',29,2580.00,0.00,18732.00,12205.00,-40017.00,1,993.29,25,1770.56,417
'41 a 60',4,'Solteiro','Sem Escolaridade',19,47,'Locatario','CLT',30,4481.00,183398.00,397170.00,160408.00,0.00,0,0.00,0,0.00,710
'acima de 60',4,'Viuvo','Pós-graduação',92,54,'Proprietario','CLT',34,2022.00,0.00,16496.00,2628.00,629.00,0,0.00,0,0.00,633
'até 25',4,'Solteiro','Sem Escolaridade',18,43,'Locatario','CLT',1,1518.00,0.00,70007.00,26819.00,2330.00,1,17.31,39,900.00,489
'26 a 40',1,'Viuvo','Técnico',31,49,'Locatario','PJ',0,2053.00,0.00,48561.00,11537.00,-16286.00,1,13384.98,73,447980.29,192
'41 a 60',1,'Viuvo','Técnico',59,43,'Locatario','CLT',0,2525.00,0.00,81392.00,17556.00,12983.00,0,0.00,0,0.00,642
'26 a 40',0,'Solteiro','Sem Escolaridade',20,48,'Locatario','CLT',11,1518.00,0.00,108297.00,71921.00,-5209.00,0,0.00,0,0.00,704
'acima de 60',1,'Solteiro','Sem Escolaridade',5,49,'Locatario','CLT',5,1518.00,0.00,93940.00,32564.00,-35826.00,0,0.00,0,0.00,643
'acima de 60',0,'Solteiro','Sem Escolaridade',76,43,'Locatario','CLT',58,12706.00,691.00,594766.00,508562.00,0.00,1,143746.05,20,172234.63,562
'41 a 60',1,'Solteiro','Sem Escolaridade',5,41,'Locatario','CLT',33,7052.00,401266.00,39468.00,12975.00,3585.00,1,116382.35,75,620029.41,483
'até 25',4,'Solteiro','Sem Escolaridade',18,47,'Locatario','CLT',1,1518.00,0.00,162100.00,80202.00,0.00,0,0.00,0,0.00,532
'26 a 40',4,'Solteiro','Sem Escolaridade',26,41,'Locatario','CLT',2,1518.00,0.00,62501.00,14050.00,1192.00,0,0.00,0,0.00,633
'acima de 60',3,'Solteiro','Sem Escolaridade',43,37,'Locatario','CLT',16,1718.00,0.00,66112.00,21779.00,0.00,1,285.36,70,4089.38,595
'acima de 60',3,'Casado','Ensino Fundamental Incompleto',73,54,'Proprietario','PJ',20,2339.00,0.00,78680.00,55032.00,0.00,0,0.00,0,0.00,609
'acima de 60',4,'Solteiro','Sem Escolaridade',49,49,'Locatario','CLT',52,3016.00,223646.00,590797.00,343706.00,0.00,0,8.90,0,478.04,775
'acima de 60',2,'Solteiro','Sem Escolaridade',95,62,'Locatario','CLT',50,1518.00,0.00,54200.00,39229.00,0.00,1,3334.85,53,111939.34,362
'acima de 60',3,'Viuvo','Mestrado',20,41,'Proprietario','PJ',63,2559.00,0.00,67919.00,65445.00,-13176.00,1,3742.43,93,34389.26,453
'26 a 40',3,'Solteiro','Sem Escolaridade',21,44,'Locatario','CLT',4,1518.00,0.00,61110.00,51686.00,36090.00,1,8765.99,35,86090.91,510
'acima de 60',4,'Solteiro','Ensino Médio Completo',72,42,'Locatario','PJ',41,1518.00,0.00,92854.00,51706.00,0.00,0,2231.60,0,53000.00,512
'26 a 40',3,'Casado','Técnico',34,41,'Locatario','Autonomo',17,1518.00,0.00,83490.00,27021.00,0.00,0,0.00,0,0.00,664
'até 25',3,'Solteiro','Sem Escolaridade',25,61,'Locatario','CLT',6,1518.00,0.00,55369.00,51224.00,0.00,0,105.35,0,2580.00,563
'41 a 60',0,'Casado','Ensino Médio Incompleto',10,50,'Locatario','Autonomo',30,1520.00,0.00,93173.00,53836.00,-5559.00,0,0.00,0,0.00,586
'acima de 60',0,'Solteiro','Sem Escolaridade',26,46,'Locatario','CLT',1,1826.00,0.00,61192.00,53440.00,25846.00,1,1573.53,44,82650.00,491
'41 a 60',4,'Casado','Ensino Médio Incompleto',43,44,'Locatario','PJ',26,1518.00,0.00,20215.00,13858.00,0.00,0,0.00,0,0.00,434
'até 25',3,'Solteiro','Sem Escolaridade',24,49,'Locatario','CLT',4,1705.00,0.00,98545.00,83695.00,14092.00,0,0.00,0,0.00,690
'41 a 60',2,'Solteiro','Sem Escolaridade',45,37,'Locatario','CLT',23,13892.00,347537.00,499699.00,186046.00,0.00,1,7937.02,34,751743.33,560
'acima de 60',4,'Solteiro','Sem Escolaridade',25,54,'Locatario','CLT',28,2014.00,0.00,66874.00,56483.00,0.00,0,0.00,0,0.00,619
'26 a 40',2,'Casado','Superior Completo',7,49,'Proprietario','PJ',18,6041.00,293231.00,97698.00,898.00,101.00,0,0.00,0,0.00,780
'26 a 40',0,'Solteiro','Sem Escolaridade',23,62,'Locatario','CLT',9,5159.00,89587.00,1123962.00,488045.00,36398.00,0,0.00,0,0.00,893
'até 25',2,'Solteiro','Sem Escolaridade',18,54,'Locatario','CLT',1,1518.00,0.00,75028.00,4924.00,383.00,1,1537.94,22,71256.25,208
'41 a 60',4,'Viuvo','Mestrado',0,54,'Locatario','Autonomo',16,2030.00,0.00,76827.00,42872.00,0.00,0,0.00,0,0.00,434
'acima de 60',4,'Solteiro','Sem Escolaridade',42,41,'Locatario','CLT',18,1649.00,0.00,16138.00,13960.00,-50762.00,0,0.00,0,0.00,564
'41 a 60',2,'Solteiro','Sem Escolaridade',22,44,'Locatario','CLT',36,2113.00,0.00,81374.00,44755.00,0.00,0,0.00,0,0.00,571
'41 a 60',0,'Solteiro','Sem Escolaridade',12,43,'Locatario','CLT',28,2369.00,0.00,48240.00,34647.00,1021.00,0,2278.36,0,145000.00,401
'acima de 60',3,'Solteiro','Sem Escolaridade',66,43,'Locatario','CLT',44,1964.00,0.00,126038.00,54096.00,-49602.00,0,0.00,0,0.00,658
'acima de 60',4,'Solteiro','Mestrado',73,42,'Locatario','CLT',51,1685.00,0.00,28112.00,12202.00,0.00,0,466.14,0,17400.00,613
'acima de 60',2,'Solteiro','Superior Completo',33,51,'Locatario','CLT',42,2347.00,0.00,74667.00,18522.00,-50220.00,0,0.00,0,0.00,703
'41 a 60',1,'Solteiro','Sem Escolaridade',43,46,'Locatario','CLT',31,2489.00,0.00,41704.00,39814.00,-189.00,0,983.11,0,2275.82,412
'acima de 60',3,'Solteiro','Sem Escolaridade',74,49,'Locatario','CLT',44,1518.00,0.00,11311.00,4412.00,0.00,1,958.13,70,14596.95,309
'acima de 60',3,'Viuvo','Superior Incompleto',52,51,'Proprietario','PJ',38,2159.00,0.00,66076.00,26322.00,3331.00,1,9890.12,20,288485.62,486
'26 a 40',3,'Solteiro','Sem Escolaridade',18,50,'Locatario','CLT',6,2277.00,0.00,72024.00,46168.00,2650.00,0,830.90,0,15000.00,590
'26 a 40',2,'Viuvo','Sem Escolaridade',3,41,'Proprietario','CLT',11,9533.00,452645.00,161898.00,132469.00,-90363.00,0,0.00,0,0.00,787
'acima de 60',0,'Solteiro','Pós-graduação',74,43,'Locatario','CLT',56,8558.00,73023.00,585130.00,34474.00,-254704.00,0,0.00,0,0.00,853
'até 25',1,'Casado','Técnico',18,41,'Locatario','PJ',0,1518.00,0.00,87651.00,15375.00,-50751.00,1,588.88,7,27400.00,284
'até 25',0,'Solteiro','Sem Escolaridade',6,36,'Locatario','CLT',7,3335.00,0.00,41848.00,10715.00,6319.00,1,1499.06,49,40349.29,558
'41 a 60',1,'Solteiro','Ensino Médio Incompleto',42,44,'Proprietario','CLT',26,2696.00,173686.00,326745.00,81349.00,-210302.00,1,458.68,76,6657.88,621
'26 a 40',2,'Solteiro','Sem Escolaridade',25,49,'Locatario','CLT',4,8390.00,525404.00,714247.00,552683.00,-169629.00,0,0.00,0,0.00,785
'41 a 60',3,'Solteiro','Sem Escolaridade',14,50,'Locatario','CLT',19,2434.00,0.00,43365.00,32245.00,0.00,0,4302.55,0,86243.33,341
'até 25',0,'Solteiro','Doutorado',24,42,'Proprietario','PJ',2,3301.00,0.00,80251.00,33063.00,0.00,0,0.00,0,0.00,785
'41 a 60',4,'Solteiro','Sem Escolaridade',54,36,'Locatario','CLT',29,2445.00,0.00,99123.00,51376.00,26785.00,0,0.00,0,0.00,726
'acima de 60',0,'Viuvo','Superior Incompleto',72,46,'Locatario','Autonomo',54,1518.00,0.00,68181.00,46560.00,3460.00,0,0.00,0,0.00,739
'acima de 60',1,'Solteiro','Ensino Fundamental Incompleto',71,46,'Locatario','PJ',66,1518.00,0.00,89239.00,51995.00,30455.00,0,5458.18,0,506400.00,554
'acima de 60',2,'Solteiro','Sem Escolaridade',72,62,'Locatario','CLT',54,2994.00,0.00,70644.00,60379.00,17293.00,0,0.00,0,0.00,709
'41 a 60',0,'Solteiro','Sem Escolaridade',55,44,'Locatario','CLT',32,15992.00,311980.00,165207.00,163841.00,0.00,0,0.00,0,0.00,750
'acima de 60',1,'Solteiro','Sem Escolaridade',12,44,'Locatario','CLT',36,2879.00,663207.00,252068.00,168932.00,0.00,0,0.00,0,0.00,710
'26 a 40',0,'Solteiro','Sem Escolaridade',36,51,'Locatario','CLT',18,2339.00,0.00,82310.00,36061.00,-74621.00,0,0.00,0,0.00,643
'26 a 40',4,'Solteiro','Sem Escolaridade',33,41,'Locatario','CLT',22,2471.00,70120.00,365874.00,313906.00,0.00,0,980.93,0,64220.36,577
'41 a 60',2,'Solteiro','Ensino Fundamental Incompleto',20,51,'Proprietario','Autonomo',31,12152.00,315742.00,914883.00,440857.00,0.00,0,17.83,0,460.91,668
'até 25',2,'Solteiro','Sem Escolaridade',24,49,'Locatario','CLT',6,4652.00,76548.00,493460.00,211938.00,0.00,0,0.00,0,0.00,741
'26 a 40',0,'Solteiro','Sem Escolaridade',33,48,'Locatario','CLT',15,1997.00,0.00,107378.00,76264.00,0.00,0,1922.41,0,101250.00,581
'acima de 60',4,'Viuvo','Ensino Fundamental Completo',26,46,'Locatario','CLT',52,1518.00,0.00,81861.00,64893.00,-61990.00,0,0.00,0,0.00,628
'26 a 40',4,'Solteiro','Sem Escolaridade',26,36,'Locatario','CLT',11,2022.00,0.00,52837.00,13389.00,-52589.00,0,0.00,0,0.00,691
'acima de 60',4,'Casado','Ensino Médio Incompleto',99,37,'Locatario','CLT',81,8937.00,407478.00,975706.00,490147.00,0.00,0,20620.83,0,65312.50,740
'acima de 60',0,'Solteiro','Doutorado',89,41,'Locatario','Autonomo',71,2606.00,0.00,102612.00,30826.00,3478.00,0,0.00,0,0.00,782
'acima de 60',3,'Solteiro','Sem Escolaridade',69,44,'Locatario','CLT',51,3126.00,0.00,80911.00,71611.00,0.00,1,391.22,43,11812.95,588
'41 a 60',2,'Casado','Doutorado',13,49,'Locatario','CLT',25,3781.00,379029.00,307952.00,90802.00,-40833.00,1,307.52,28,7414.29,726
'acima de 60',0,'Casado','Superior Incompleto',75,46,'Proprietario','Autonomo',8,1518.00,0.00,16135.00,14168.00,0.00,0,0.00,0,0.00,696
'acima de 60',0,'Casado','Ensino Médio Incompleto',97,41,'Locatario','Autonomo',79,1518.00,0.00,95556.00,17536.00,3067.00,0,0.00,0,0.00,714
'acima de 60',2,'Solteiro','Sem Escolaridade',64,61,'Locatario','CLT',3,14346.00,89681.00,361245.00,87317.00,2758.00,1,837.96,16,61707.50,687
'acima de 60',4,'Viuvo','Ensino Médio Completo',74,43,'Locatario','CLT',16,2929.00,0.00,93855.00,41833.00,7694.00,0,0.00,0,0.00,730
'acima de 60',4,'Viuvo','Doutorado',64,48,'Locatario','Autonomo',38,1518.00,0.00,33155.00,16148.00,0.00,0,207.19,0,14500.00,484
'41 a 60',3,'Viuvo','Ensino Médio Incompleto',4,49,'Locatario','PJ',23,2168.00,0.00,45158.00,41537.00,1414.00,1,892.76,29,44323.46,77
'acima de 60',2,'Solteiro','Sem Escolaridade',78,46,'Locatario','CLT',45,1518.00,0.00,42989.00,33450.00,7228.00,0,0.00,0,0.00,659
'41 a 60',0,'Casado','Doutorado',47,44,'Proprietario','Autonomo',24,1518.00,0.00,27556.00,7478.00,0.00,0,10959.74,0,113010.00,497
'acima de 60',4,'Solteiro','Sem Escolaridade',78,42,'Locatario','CLT',60,1518.00,0.00,141502.00,79301.00,8169.00,1,799.60,26,24364.07,510
'41 a 60',1,'Solteiro','Sem Escolaridade',53,41,'Locatario','CLT',0,2841.00,0.00,69108.00,24069.00,12248.00,0,0.00,0,0.00,588
'26 a 40',4,'Solteiro','Sem Escolaridade',0,42,'Locatario','CLT',9,1794.00,0.00,106163.00,80024.00,-16396.00,1,15051.49,50,129781.83,348
'acima de 60',0,'Solteiro','Sem Escolaridade',96,37,'Locatario','CLT',59,1518.00,0.00,92560.00,35502.00,-17172.00,0,0.00,0,0.00,733
'acima de 60',2,'Solteiro','Sem Escolaridade',55,54,'Locatario','CLT',20,1518.00,0.00,112087.00,48013.00,-34772.00,0,0.00,0,0.00,604
'26 a 40',1,'Solteiro','Sem Escolaridade',30,61,'Locatario','CLT',9,2207.00,0.00,80457.00,29142.00,0.00,0,0.00,0,0.00,604
'26 a 40',4,'Casado','Ensino Fundamental Completo',37,41,'Locatario','Autonomo',3,2458.00,0.00,120947.00,63644.00,0.00,0,0.00,0,0.00,611
'41 a 60',1,'Solteiro','Ensino Fundamental Incompleto',8,49,'Proprietario','Autonomo',30,1518.00,0.00,25369.00,22017.00,2659.00,1,2006.56,11,54000.00,319
'até 25',3,'Solteiro','Sem Escolaridade',18,44,'Locatario','CLT',1,11199.00,576523.00,196257.00,42849.00,12337.00,0,0.00,0,0.00,720
'acima de 60',4,'Solteiro','Ensino Médio Incompleto',54,41,'Proprietario','PJ',44,1518.00,0.00,100042.00,21098.00,-56491.00,1,1318.30,11,13827.02,401
'acima de 60',1,'Solteiro','Sem Escolaridade',37,49,'Locatario','CLT',21,1750.00,0.00,56946.00,28910.00,0.00,0,0.00,0,0.00,643
'até 25',3,'Viuvo','Ensino Fundamental Completo',22,59,'Proprietario','CLT',4,2204.00,154511.00,417712.00,171470.00,-276297.00,0,0.00,0,0.00,636
'até 25',3,'Solteiro','Ensino Médio Incompleto',19,43,'Locatario','CLT',1,17054.00,84951.00,265867.00,101657.00,64552.00,0,0.00,0,0.00,769
'41 a 60',0,'Solteiro','Sem Escolaridade',43,61,'Locatario','CLT',26,1695.00,0.00,86446.00,16304.00,-43918.00,0,2005.09,0,35540.00,438
'26 a 40',0,'Solteiro','Sem Escolaridade',26,49,'Locatario','CLT',6,1518.00,0.00,110940.00,69386.00,652.00,0,39917.38,0,1027560.00,581
'até 25',3,'Casado','Mestrado',24,46,'Locatario','PJ',6,1787.00,0.00,128794.00,63797.00,25379.00,0,0.00,0,0.00,724
'26 a 40',0,'Solteiro','Sem Escolaridade',22,41,'Locatario','CLT',15,4277.00,417319.00,511443.00,389491.00,0.00,0,1221.18,0,30793.81,772
'41 a 60',1,'Solteiro','Sem Escolaridade',8,50,'Locatario','CLT',25,9674.00,98267.00,169259.00,161383.00,119509.00,1,3165.38,6,26606.00,581
'acima de 60',2,'Solteiro','Sem Escolaridade',39,59,'Locatario','CLT',10,1518.00,0.00,44677.00,7416.00,0.00,0,6896.95,0,609861.90,397
'acima de 60',2,'Solteiro','Sem Escolaridade',37,46,'Locatario','CLT',7,1518.00,0.00,117064.00,82604.00,0.00,0,0.00,0,0.00,668
'41 a 60',2,'Solteiro','Ensino Fundamental Incompleto',47,44,'Proprietario','PJ',18,1518.00,0.00,75171.00,20671.00,-21233.00,1,93304.42,60,660585.53,302
'26 a 40',1,'Viuvo','Ensino Fundamental Incompleto',2,41,'Locatario','CLT',4,1518.00,0.00,126301.00,70898.00,10198.00,1,3418.12,2,134087.69,458
'41 a 60',1,'Solteiro','Sem Escolaridade',51,41,'Locatario','CLT',33,1518.00,0.00,54377.00,24094.00,431.00,0,0.00,0,0.00,571
'41 a 60',0,'Viuvo','Superior Incompleto',35,49,'Locatario','CLT',23,2222.00,0.00,84019.00,37396.00,733.00,0,0.00,0,0.00,657
'26 a 40',0,'Solteiro','Sem Escolaridade',34,59,'Locatario','CLT',10,1518.00,0.00,14106.00,4081.00,-77522.00,1,725.71,31,13676.54,336
'41 a 60',4,'Solteiro','Sem Escolaridade',19,44,'Locatario','CLT',0,1518.00,0.00,49040.00,5022.00,-15555.00,0,0.00,0,0.00,410
'acima de 60',3,'Solteiro','Sem Escolaridade',87,51,'Locatario','CLT',69,3449.00,0.00,77837.00,61817.00,0.00,1,2337.50,5,56170.38,468
'26 a 40',1,'Solteiro','Sem Escolaridade',38,41,'Locatario','CLT',20,1594.00,0.00,39330.00,16404.00,-19829.00,1,25.00,32,830.00,466
'até 25',1,'Solteiro','Sem Escolaridade',19,62,'Locatario','CLT',1,3201.00,94091.00,361075.00,179577.00,27423.00,0,0.00,0,0.00,714
'acima de 60',0,'Viuvo','Doutorado',63,56,'Locatario','PJ',41,2104.00,0.00,50717.00,35094.00,363.00,0,0.00,0,0.00,623
'41 a 60',2,'Viuvo','Sem Escolaridade',23,59,'Proprietario','Autonomo',17,2709.00,0.00,87052.00,8930.00,-6132.00,1,52208.41,44,522639.84,190
'26 a 40',3,'Casado','Pós-graduação',32,54,'Proprietario','PJ',11,2468.00,0.00,148873.00,81587.00,0.00,1,445.88,63,10940.00,562
'acima de 60',4,'Solteiro','Sem Escolaridade',93,46,'Locatario','CLT',72,1518.00,0.00,64002.00,5178.00,0.00,1,22136.45,22,716072.91,391
'41 a 60',1,'Solteiro','Sem Escolaridade',6,47,'Locatario','CLT',27,3222.00,0.00,98875.00,75403.00,9802.00,0,6437.39,0,261536.67,635
'acima de 60',2,'Viuvo','Técnico',28,43,'Locatario','CLT',46,1671.00,0.00,30639.00,4989.00,0.00,1,492.96,52,31080.00,458
'acima de 60',1,'Viuvo','Ensino Fundamental Incompleto',64,54,'Locatario','PJ',51,2891.00,0.00,77241.00,36667.00,-77105.00,0,0.00,0,0.00,475
'41 a 60',2,'Solteiro','Sem Escolaridade',0,44,'Locatario','CLT',26,1718.00,0.00,87706.00,59534.00,-66939.00,0,0.00,0,0.00,538
'41 a 60',0,'Solteiro','Técnico',24,41,'Proprietario','CLT',28,1894.00,0.00,95879.00,15676.00,-14312.00,0,0.00,0,0.00,753
'41 a 60',3,'Solteiro','Sem Escolaridade',53,49,'Locatario','CLT',35,1518.00,0.00,111768.00,24659.00,0.00,0,0.00,0,0.00,560
'acima de 60',3,'Casado','Ensino Médio Incompleto',67,41,'Locatario','PJ',20,12410.00,481963.00,164849.00,80003.00,0.00,1,20417.58,68,249703.29,508
'acima de 60',1,'Viuvo','Ensino Médio Incompleto',17,49,'Proprietario','PJ',27,1518.00,0.00,85432.00,39387.00,0.00,1,2512.56,73,62259.85,345
'26 a 40',2,'Casado','Ensino Médio Completo',28,56,'Proprietario','PJ',8,5583.00,284749.00,487748.00,400976.00,0.00,0,2330.36,0,116008.93,682
'26 a 40',2,'Solteiro','Sem Escolaridade',33,43,'Locatario','CLT',20,1518.00,0.00,84318.00,50315.00,0.00,0,0.00,0,0.00,668
'41 a 60',0,'Solteiro','Sem Escolaridade',57,36,'Locatario','CLT',39,2242.00,385067.00,307799.00,210067.00,13516.00,0,440.38,0,1050.00,801
'acima de 60',2,'Solteiro','Ensino Fundamental Incompleto',94,48,'Proprietario','Autonomo',76,3231.00,304663.00,131206.00,115425.00,0.00,0,0.00,0,0.00,773
'41 a 60',2,'Viuvo','Ensino Médio Incompleto',54,43,'Proprietario','PJ',15,2817.00,0.00,88461.00,43755.00,0.00,1,1071.51,40,8086.96,321
'acima de 60',3,'Solteiro','Sem Escolaridade',82,47,'Locatario','CLT',44,13812.00,207415.00,460090.00,170813.00,12017.00,0,0.00,0,0.00,845
'acima de 60',4,'Solteiro','Sem Escolaridade',23,59,'Locatario','CLT',31,1518.00,0.00,42816.00,36924.00,10234.00,0,0.00,0,0.00,610
'26 a 40',3,'Solteiro','Ensino Médio Incompleto',24,37,'Locatario','Autonomo',9,2385.00,0.00,57068.00,6831.00,-38505.00,0,0.00,0,0.00,648
'acima de 60',1,'Solteiro','Sem Escolaridade',80,44,'Locatario','CLT',66,2602.00,0.00,125882.00,66290.00,0.00,1,872.12,35,20529.91,426
'acima de 60',3,'Solteiro','Sem Escolaridade',53,41,'Locatario','CLT',41,17382.00,427946.00,626994.00,497364.00,209548.00,1,566.04,24,40120.92,716
'41 a 60',2,'Casado','Superior Incompleto',54,49,'Locatario','Autonomo',36,2067.00,0.00,39809.00,3129.00,-9223.00,1,12370.64,41,95745.80,264
'acima de 60',4,'Solteiro','Sem Escolaridade',52,41,'Locatario','CLT',66,2260.00,0.00,74942.00,29186.00,0.00,1,41132.38,76,576485.56,391
'41 a 60',1,'Solteiro','Mestrado',33,37,'Proprietario','Autonomo',35,1518.00,0.00,57318.00,474.00,-3324.00,1,12777.36,68,503904.86,413
'acima de 60',4,'Solteiro','Sem Escolaridade',52,54,'Locatario','CLT',74,1776.00,0.00,89756.00,22918.00,0.00,0,0.00,0,0.00,594
'acima de 60',1,'Solteiro','Ensino Médio Incompleto',86,43,'Proprietario','Autonomo',74,2797.00,0.00,70753.00,32339.00,-47895.00,0,0.00,0,0.00,652
'acima de 60',1,'Solteiro','Sem Escolaridade',96,56,'Locatario','CLT',78,1546.00,0.00,133295.00,61654.00,29008.00,1,33457.80,75,715904.67,481
'26 a 40',4,'Solteiro','Sem Escolaridade',22,44,'Locatario','CLT',12,2952.00,0.00,36038.00,12665.00,1595.00,1,356.90,5,8355.00,547
'acima de 60',0,'Solteiro','Sem Escolaridade',76,61,'Locatario','CLT',55,2034.00,0.00,111888.00,29160.00,2928.00,0,0.00,0,0.00,718
'26 a 40',2,'Casado','Ensino Fundamental Incompleto',38,43,'Proprietario','CLT',20,9753.00,490808.00,267969.00,105611.00,-413080.00,0,0.00,0,0.00,830
'41 a 60',2,'Solteiro','Sem Escolaridade',52,54,'Locatario','CLT',33,1693.00,0.00,49533.00,44235.00,2241.00,0,1488.19,0,96449.25,408
'acima de 60',3,'Solteiro','Sem Escolaridade',45,56,'Locatario','CLT',79,2566.00,0.00,125282.00,48147.00,2941.00,0,0.00,0,0.00,674
'acima de 60',0,'Solteiro','Sem Escolaridade',31,43,'Locatario','CLT',30,13195.00,92301.00,447875.00,341798.00,50085.00,0,0.00,0,0.00,879
'26 a 40',4,'Casado','Mestrado',33,36,'Locatario','PJ',15,5722.00,115714.00,31523.00,26249.00,-105012.00,0,811.15,0,65660.41,731
'até 25',3,'Solteiro','Mestrado',19,48,'Proprietario','Autonomo',1,13927.00,296938.00,190967.00,91461.00,0.00,0,0.00,0,0.00,752
'41 a 60',1,'Solteiro','Sem Escolaridade',45,44,'Locatario','CLT',30,2044.00,0.00,80371.00,58250.00,0.00,0,0.00,0,0.00,596
'acima de 60',1,'Solteiro','Sem Escolaridade',41,43,'Locatario','CLT',40,1518.00,0.00,41871.00,22304.00,-50618.00,0,0.00,0,0.00,574
'acima de 60',2,'Casado','Superior Incompleto',56,49,'Locatario','CLT',44,3439.00,0.00,54924.00,30162.00,-47332.00,0,52662.15,0,514181.40,696
'acima de 60',4,'Solteiro','Sem Escolaridade',87,54,'Locatario','CLT',25,2006.00,0.00,84653.00,72258.00,25058.00,1,1954.99,18,134769.09,471
'41 a 60',4,'Solteiro','Mestrado',43,62,'Proprietario','PJ',25,1943.00,0.00,71547.00,7044.00,0.00,0,100.11,0,4300.00,614
'41 a 60',1,'Viuvo','Ensino Fundamental Incompleto',45,41,'Proprietario','Autonomo',18,2241.00,0.00,65421.00,36913.00,0.00,0,1485.63,0,95180.00,355
'acima de 60',3,'Solteiro','Superior Incompleto',9,59,'Locatario','Autonomo',21,2406.00,0.00,50801.00,5365.00,-78983.00,1,744.55,27,35970.91,387
'41 a 60',4,'Solteiro','Sem Escolaridade',43,54,'Locatario','CLT',21,12547.00,127486.00,545099.00,408359.00,-321217.00,0,0.00,0,0.00,668
'acima de 60',1,'Solteiro','Mestrado',45,44,'Locatario','CLT',30,15428.00,485274.00,1043723.00,532834.00,0.00,1,137.16,0,4822.29,924
'41 a 60',4,'Solteiro','Sem Escolaridade',52,47,'Locatario','CLT',11,3178.00,0.00,77866.00,29495.00,0.00,0,17304.34,0,534615.46,512
'acima de 60',1,'Solteiro','Sem Escolaridade',82,62,'Locatario','CLT',48,1518.00,0.00,81318.00,2742.00,0.00,0,0.00,0,0.00,604
'acima de 60',0,'Solteiro','Sem Escolaridade',64,56,'Locatario','CLT',2,1518.00,0.00,64380.00,48425.00,-39861.00,1,252.34,60,3444.26,547
'acima de 60',1,'Solteiro','Ensino Fundamental Incompleto',67,41,'Locatario','CLT',24,18425.00,64533.00,783243.00,247917.00,58233.00,0,0.00,0,0.00,855
'até 25',0,'Solteiro','Sem Escolaridade',24,43,'Locatario','CLT',6,13482.00,402769.00,144255.00,10966.00,509.00,0,0.00,0,0.00,745
'26 a 40',3,'Solteiro','Pós-graduação',39,37,'Locatario','CLT',22,1677.00,0.00,33707.00,31204.00,7851.00,0,0.00,0,0.00,797
'26 a 40',4,'Solteiro','Sem Escolaridade',6,54,'Locatario','CLT',0,1922.00,0.00,114033.00,37123.00,15590.00,0,0.00,0,0.00,610
'26 a 40',2,'Viuvo','Pós-graduação',1,56,'Proprietario','CLT',16,1518.00,0.00,58336.00,57529.00,0.00,0,0.00,0,0.00,678
'acima de 60',0,'Solteiro','Técnico',63,41,'Locatario','Autonomo',67,2197.00,0.00,83097.00,9150.00,0.00,0,569.67,0,9510.00,707
'26 a 40',2,'Solteiro','Sem Escolaridade',36,44,'Locatario','CLT',21,1518.00,0.00,71580.00,65937.00,-15588.00,1,663.70,2,25405.81,426
'acima de 60',3,'Solteiro','Sem Escolaridade',62,41,'Locatario','CLT',23,2688.00,0.00,93988.00,69119.00,8140.00,0,288.64,0,5883.98,738
'até 25',2,'Solteiro','Sem Escolaridade',24,41,'Locatario','CLT',6,4939.00,177550.00,307260.00,220682.00,-21502.00,0,460.59,0,2815.29,741
